description	geneID
WD40 repeat	maker-scaffold_190-snap-gene-0.12
WD40 repeat	maker-scaffold_190-snap-gene-0.12
WD40 repeat	maker-scaffold_190-snap-gene-0.12
WD40 repeat	snap_masked-scaffold_85-processed-gene-0.295
WD40 repeat	snap_masked-scaffold_85-processed-gene-0.295
WD40 repeat	snap_masked-scaffold_85-processed-gene-0.295
WD40 repeat	snap_masked-scaffold_85-processed-gene-0.295
WD40 repeat	snap_masked-scaffold_85-processed-gene-0.295
WD40 repeat	snap_masked-scaffold_85-processed-gene-0.295
WD40 repeat	snap_masked-scaffold_85-processed-gene-0.295
WD40 repeat	augustus_masked-scaffold_221-processed-gene-0.86
WD40 repeat	augustus_masked-scaffold_221-processed-gene-0.86
WD40 repeat	augustus_masked-scaffold_221-processed-gene-0.86
WD40 repeat	augustus_masked-scaffold_221-processed-gene-0.86
WD40 repeat	augustus_masked-scaffold_62-processed-gene-0.193
WD40 repeat	augustus_masked-scaffold_62-processed-gene-0.193
WD40 repeat	augustus_masked-scaffold_62-processed-gene-0.193
WD40 repeat	augustus_masked-scaffold_62-processed-gene-0.193
WD40 repeat	augustus_masked-scaffold_62-processed-gene-0.193
WD40 repeat	augustus_masked-scaffold_62-processed-gene-0.193
WD40 repeat	augustus_masked-scaffold_62-processed-gene-0.193
WD40 repeat	augustus_masked-scaffold_62-processed-gene-0.193
WD40 repeat	augustus_masked-scaffold_62-processed-gene-0.193
WD40 repeat	augustus_masked-scaffold_62-processed-gene-0.193
WD40 repeat	augustus_masked-scaffold_62-processed-gene-0.193
WD40 repeat	maker-scaffold_289-augustus-gene-0.249
WD40 repeat	maker-scaffold_289-augustus-gene-0.249
WD40 repeat	maker-scaffold_289-augustus-gene-0.249
WD40 repeat	maker-scaffold_289-augustus-gene-0.249
WD40 repeat	maker-scaffold_289-augustus-gene-0.249
WD40 repeat	maker-scaffold_129-snap-gene-0.145
WD40 repeat	maker-scaffold_129-snap-gene-0.145
WD40 repeat	maker-scaffold_129-snap-gene-0.145
WD40 repeat	maker-scaffold_129-snap-gene-0.145
WD40 repeat	maker-scaffold_347-augustus-gene-0.103
WD40 repeat	maker-scaffold_347-augustus-gene-0.103
WD40 repeat	maker-scaffold_347-augustus-gene-0.103
WD40 repeat	maker-scaffold_347-augustus-gene-0.103
WD40 repeat	maker-scaffold_347-augustus-gene-0.103
WD40 repeat	maker-scaffold_347-augustus-gene-0.103
WD40 repeat	maker-scaffold_347-augustus-gene-0.103
WD40 repeat	maker-scaffold_347-augustus-gene-0.103
WD40 repeat	maker-scaffold_347-augustus-gene-0.103
WD40 repeat	maker-scaffold_347-augustus-gene-0.103
WD40 repeat	maker-scaffold_347-augustus-gene-0.103
WD40 repeat	maker-scaffold_347-augustus-gene-0.103
WD40 repeat	maker-scaffold_347-augustus-gene-0.103
WD40 repeat	maker-scaffold_347-augustus-gene-0.103
WD40 repeat	maker-scaffold_347-augustus-gene-0.103
WD40 repeat	maker-scaffold_347-augustus-gene-0.103
WD40 repeat	maker-scaffold_347-augustus-gene-0.103
WD40 repeat	augustus_masked-scaffold_383-processed-gene-0.44
WD40 repeat	augustus_masked-scaffold_383-processed-gene-0.44
WD40 repeat	augustus_masked-scaffold_383-processed-gene-0.44
WD40 repeat	augustus_masked-scaffold_383-processed-gene-0.44
WD40 repeat	augustus_masked-scaffold_383-processed-gene-0.44
WD40 repeat	augustus_masked-scaffold_383-processed-gene-0.44
WD40 repeat	augustus_masked-scaffold_383-processed-gene-0.44
WD40 repeat	augustus_masked-scaffold_383-processed-gene-0.44
WD40 repeat	augustus_masked-scaffold_383-processed-gene-0.44
WD40 repeat	augustus_masked-scaffold_383-processed-gene-0.44
WD40 repeat	augustus_masked-scaffold_383-processed-gene-0.44
WD40 repeat	snap_masked-scaffold_28-processed-gene-1.65
WD40 repeat	snap_masked-scaffold_28-processed-gene-1.65
WD40 repeat	snap_masked-scaffold_28-processed-gene-1.65
WD40 repeat	snap_masked-scaffold_28-processed-gene-1.65
WD40 repeat	snap_masked-scaffold_28-processed-gene-1.65
WD40 repeat	snap_masked-scaffold_28-processed-gene-1.65
WD40 repeat	augustus_masked-scaffold_184-processed-gene-0.31
WD40 repeat	augustus_masked-scaffold_184-processed-gene-0.31
WD40 repeat	augustus_masked-scaffold_184-processed-gene-0.31
WD40 repeat	augustus_masked-scaffold_184-processed-gene-0.31
WD40 repeat	augustus_masked-scaffold_184-processed-gene-0.31
WD40 repeat	augustus_masked-scaffold_184-processed-gene-0.31
WD40 repeat	augustus_masked-scaffold_81-processed-gene-0.232
WD40 repeat	augustus_masked-scaffold_81-processed-gene-0.232
WD40 repeat	augustus_masked-scaffold_81-processed-gene-0.232
WD40 repeat	augustus_masked-scaffold_81-processed-gene-0.232
WD40 repeat	augustus_masked-scaffold_81-processed-gene-0.232
WD40 repeat	augustus_masked-scaffold_81-processed-gene-0.232
WD40 repeat	augustus_masked-scaffold_81-processed-gene-0.232
WD40 repeat	augustus_masked-scaffold_81-processed-gene-0.232
WD40 repeat	snap_masked-scaffold_100-processed-gene-0.470
WD40 repeat	snap_masked-scaffold_100-processed-gene-0.470
WD40 repeat	snap_masked-scaffold_100-processed-gene-0.470
WD40 repeat	snap_masked-scaffold_100-processed-gene-0.470
WD40 repeat	maker-scaffold_154-augustus-gene-3.11
WD40 repeat	maker-scaffold_154-augustus-gene-3.11
WD40 repeat	maker-scaffold_154-augustus-gene-3.11
WD40 repeat	maker-scaffold_154-augustus-gene-3.11
WD40 repeat	maker-scaffold_154-augustus-gene-3.11
WD40 repeat	maker-scaffold_154-augustus-gene-3.11
WD40 repeat	maker-scaffold_154-augustus-gene-3.11
WD40 repeat	maker-scaffold_154-augustus-gene-3.11
WD40 repeat	maker-scaffold_154-augustus-gene-3.11
WD40 repeat	maker-scaffold_154-augustus-gene-3.11
WD40 repeat	maker-scaffold_154-augustus-gene-3.11
WD40 repeat	maker-scaffold_154-augustus-gene-3.11
WD40 repeat	maker-scaffold_72-augustus-gene-0.344
WD40 repeat	maker-scaffold_72-augustus-gene-0.344
WD40 repeat	maker-scaffold_72-augustus-gene-0.344
WD40 repeat	maker-scaffold_72-augustus-gene-0.344
WD40 repeat	maker-scaffold_72-augustus-gene-0.344
WD40 repeat	maker-scaffold_72-augustus-gene-0.344
WD40 repeat	maker-scaffold_72-augustus-gene-0.344
WD40 repeat	maker-scaffold_2-snap-gene-3.70
WD40 repeat	maker-scaffold_2-snap-gene-3.70
WD40 repeat	maker-scaffold_2-snap-gene-3.70
WD40 repeat	maker-scaffold_2-snap-gene-3.70
WD40 repeat	maker-scaffold_2-snap-gene-3.70
WD40 repeat	maker-scaffold_2-snap-gene-3.70
WD40 repeat	maker-scaffold_2-snap-gene-3.70
WD40 repeat	maker-scaffold_99-snap-gene-0.122
WD40 repeat	maker-scaffold_99-snap-gene-0.122
WD40 repeat	maker-scaffold_99-snap-gene-0.122
WD40 repeat	maker-scaffold_99-snap-gene-0.122
WD40 repeat	maker-scaffold_99-snap-gene-0.122
WD40 repeat	maker-scaffold_99-snap-gene-0.122
WD40 repeat	maker-scaffold_99-snap-gene-0.122
WD40 repeat	maker-scaffold_99-snap-gene-0.122
WD40 repeat	snap_masked-scaffold_109-processed-gene-0.381
WD40 repeat	snap_masked-scaffold_109-processed-gene-0.381
WD40 repeat	snap_masked-scaffold_109-processed-gene-0.381
WD40 repeat	snap_masked-scaffold_109-processed-gene-0.381
WD40 repeat	snap_masked-scaffold_109-processed-gene-0.381
WD40 repeat	snap_masked-scaffold_109-processed-gene-0.381
WD40 repeat	snap_masked-scaffold_109-processed-gene-0.381
WD40 repeat	snap_masked-scaffold_109-processed-gene-0.381
WD40 repeat	snap_masked-scaffold_109-processed-gene-0.381
WD40 repeat	snap_masked-scaffold_109-processed-gene-0.381
WD40 repeat	snap_masked-scaffold_109-processed-gene-0.381
WD40 repeat	snap_masked-scaffold_109-processed-gene-0.381
WD40 repeat	snap_masked-scaffold_109-processed-gene-0.381
WD40 repeat	snap_masked-scaffold_109-processed-gene-0.381
WD40 repeat	snap_masked-scaffold_109-processed-gene-0.381
WD40 repeat	snap_masked-scaffold_109-processed-gene-0.381
WD40 repeat	augustus_masked-scaffold_34-processed-gene-1.37
WD40 repeat	augustus_masked-scaffold_34-processed-gene-1.37
WD40 repeat	augustus_masked-scaffold_34-processed-gene-1.37
WD40 repeat	augustus_masked-scaffold_34-processed-gene-1.37
WD40 repeat	augustus_masked-scaffold_34-processed-gene-1.37
WD40 repeat	augustus_masked-scaffold_34-processed-gene-1.37
WD40 repeat	augustus_masked-scaffold_34-processed-gene-1.37
WD40 repeat	augustus_masked-scaffold_34-processed-gene-1.37
WD40 repeat	augustus_masked-scaffold_34-processed-gene-1.37
WD40 repeat	augustus_masked-scaffold_34-processed-gene-1.37
WD40 repeat	augustus_masked-scaffold_101-processed-gene-0.271
WD40 repeat	augustus_masked-scaffold_101-processed-gene-0.271
WD40 repeat	augustus_masked-scaffold_101-processed-gene-0.271
WD40 repeat	maker-scaffold_59-augustus-gene-1.150
WD40 repeat	maker-scaffold_59-augustus-gene-1.150
WD40 repeat	maker-scaffold_59-augustus-gene-1.150
WD40 repeat	maker-scaffold_59-augustus-gene-1.150
WD40 repeat	maker-scaffold_59-augustus-gene-1.150
WD40 repeat	maker-scaffold_59-augustus-gene-1.150
WD40 repeat	maker-scaffold_59-augustus-gene-1.150
WD40 repeat	augustus_masked-scaffold_58-processed-gene-1.34
WD40 repeat	augustus_masked-scaffold_58-processed-gene-1.34
WD40 repeat	augustus_masked-scaffold_58-processed-gene-1.34
WD40 repeat	augustus_masked-scaffold_58-processed-gene-1.34
WD40 repeat	augustus_masked-scaffold_58-processed-gene-1.34
WD40 repeat	augustus_masked-scaffold_58-processed-gene-1.34
WD40 repeat	augustus_masked-scaffold_58-processed-gene-1.34
WD40 repeat	augustus_masked-scaffold_58-processed-gene-1.34
WD40 repeat	augustus_masked-scaffold_58-processed-gene-1.34
WD40 repeat	augustus_masked-scaffold_58-processed-gene-1.34
WD40 repeat	augustus_masked-scaffold_58-processed-gene-1.34
WD40 repeat	maker-scaffold_252-augustus-gene-0.4
WD40 repeat	maker-scaffold_252-augustus-gene-0.4
WD40 repeat	maker-scaffold_252-augustus-gene-0.4
WD40 repeat	maker-scaffold_252-augustus-gene-0.4
WD40 repeat	maker-scaffold_252-augustus-gene-0.4
WD40 repeat	maker-scaffold_252-augustus-gene-0.4
WD40 repeat	maker-scaffold_58-augustus-gene-1.20
WD40 repeat	maker-scaffold_58-augustus-gene-1.20
WD40 repeat	maker-scaffold_58-augustus-gene-1.20
WD40 repeat	maker-scaffold_58-augustus-gene-1.20
WD40 repeat	maker-scaffold_58-augustus-gene-1.20
WD40 repeat	maker-scaffold_58-augustus-gene-1.20
WD40 repeat	maker-scaffold_58-augustus-gene-1.20
WD40 repeat	maker-scaffold_58-augustus-gene-1.20
WD40 repeat	maker-scaffold_58-augustus-gene-1.20
WD40 repeat	maker-scaffold_140-snap-gene-0.337
WD40 repeat	maker-scaffold_140-snap-gene-0.337
WD40 repeat	maker-scaffold_140-snap-gene-0.337
WD40 repeat	maker-scaffold_140-snap-gene-0.337
WD40 repeat	maker-scaffold_140-snap-gene-0.337
WD40 repeat	maker-scaffold_140-snap-gene-0.337
WD40 repeat	maker-scaffold_140-snap-gene-0.337
WD40 repeat	maker-scaffold_140-snap-gene-0.337
WD40 repeat	maker-scaffold_140-snap-gene-0.337
WD40 repeat	maker-scaffold_140-snap-gene-0.337
WD40 repeat	maker-scaffold_0-snap-gene-4.146
WD40 repeat	maker-scaffold_0-snap-gene-4.146
WD40 repeat	maker-scaffold_0-snap-gene-4.146
WD40 repeat	maker-scaffold_0-snap-gene-4.146
WD40 repeat	augustus_masked-scaffold_183-processed-gene-0.30
WD40 repeat	augustus_masked-scaffold_183-processed-gene-0.30
WD40 repeat	augustus_masked-scaffold_183-processed-gene-0.30
WD40 repeat	augustus_masked-scaffold_183-processed-gene-0.30
WD40 repeat	augustus_masked-scaffold_183-processed-gene-0.30
WD40 repeat	augustus_masked-scaffold_183-processed-gene-0.30
WD40 repeat	augustus_masked-scaffold_183-processed-gene-0.30
WD40 repeat	augustus_masked-scaffold_183-processed-gene-0.30
WD40 repeat	augustus_masked-scaffold_183-processed-gene-0.30
WD40 repeat	augustus_masked-scaffold_183-processed-gene-0.30
WD40 repeat	augustus_masked-scaffold_183-processed-gene-0.30
WD40 repeat	maker-scaffold_184-snap-gene-0.244
WD40 repeat	maker-scaffold_54-augustus-gene-0.154
WD40 repeat	maker-scaffold_54-augustus-gene-0.154
WD40 repeat	maker-scaffold_54-augustus-gene-0.154
WD40 repeat	snap_masked-scaffold_88-processed-gene-0.274
WD40 repeat	snap_masked-scaffold_88-processed-gene-0.274
WD40 repeat	snap_masked-scaffold_88-processed-gene-0.274
WD40 repeat	snap_masked-scaffold_88-processed-gene-0.274
WD40 repeat	snap_masked-scaffold_88-processed-gene-0.274
WD40 repeat	maker-scaffold_20-snap-gene-2.13
WD40 repeat	maker-scaffold_20-snap-gene-2.13
WD40 repeat	maker-scaffold_20-snap-gene-2.13
WD40 repeat	maker-scaffold_20-snap-gene-2.13
WD40 repeat	maker-scaffold_20-snap-gene-2.13
WD40 repeat	maker-scaffold_20-snap-gene-2.13
WD40 repeat	maker-scaffold_20-snap-gene-2.13
WD40 repeat	maker-scaffold_20-snap-gene-2.13
WD40 repeat	maker-scaffold_20-snap-gene-2.13
WD40 repeat	maker-scaffold_20-snap-gene-2.13
WD40 repeat	maker-scaffold_212-augustus-gene-0.136
WD40 repeat	maker-scaffold_212-augustus-gene-0.136
WD40 repeat	maker-scaffold_212-augustus-gene-0.136
WD40 repeat	maker-scaffold_212-augustus-gene-0.136
WD40 repeat	maker-scaffold_212-augustus-gene-0.136
WD40 repeat	maker-scaffold_212-augustus-gene-0.136
WD40 repeat	maker-scaffold_212-augustus-gene-0.136
WD40 repeat	maker-scaffold_212-augustus-gene-0.136
WD40 repeat	maker-scaffold_212-augustus-gene-0.136
WD40 repeat	maker-scaffold_212-augustus-gene-0.136
WD40 repeat	maker-scaffold_212-augustus-gene-0.136
WD40 repeat	maker-scaffold_212-augustus-gene-0.136
WD40 repeat	maker-scaffold_3-snap-gene-3.92
WD40 repeat	maker-scaffold_3-snap-gene-3.92
WD40 repeat	maker-scaffold_3-snap-gene-3.92
WD40 repeat	maker-scaffold_3-snap-gene-3.92
WD40 repeat	maker-scaffold_3-snap-gene-3.92
WD40 repeat	maker-scaffold_3-snap-gene-3.92
WD40 repeat	maker-scaffold_3-snap-gene-3.92
WD40 repeat	maker-scaffold_3-snap-gene-3.92
WD40 repeat	maker-scaffold_3-snap-gene-3.92
WD40 repeat	maker-scaffold_3-snap-gene-3.92
WD40 repeat	maker-scaffold_3-snap-gene-3.92
WD40 repeat	maker-scaffold_95-snap-gene-0.347
WD40 repeat	maker-scaffold_95-snap-gene-0.347
WD40 repeat	maker-scaffold_95-snap-gene-0.347
WD40 repeat	maker-scaffold_95-snap-gene-0.347
WD40 repeat	maker-scaffold_95-snap-gene-0.347
WD40 repeat	maker-scaffold_62-snap-gene-1.117
WD40 repeat	maker-scaffold_62-snap-gene-1.117
WD40 repeat	maker-scaffold_62-snap-gene-1.117
WD40 repeat	maker-scaffold_62-snap-gene-1.117
WD40 repeat	maker-scaffold_62-snap-gene-1.117
WD40 repeat	maker-scaffold_62-snap-gene-1.117
WD40 repeat	maker-scaffold_223-augustus-gene-0.86
WD40 repeat	maker-scaffold_223-augustus-gene-0.86
WD40 repeat	maker-scaffold_223-augustus-gene-0.86
WD40 repeat	maker-scaffold_223-augustus-gene-0.86
WD40 repeat	maker-scaffold_223-augustus-gene-0.86
WD40 repeat	maker-scaffold_223-augustus-gene-0.86
WD40 repeat	maker-scaffold_223-augustus-gene-0.86
WD40 repeat	maker-scaffold_5-snap-gene-0.183
WD40 repeat	maker-scaffold_5-snap-gene-0.183
WD40 repeat	maker-scaffold_5-snap-gene-0.183
WD40 repeat	maker-scaffold_5-snap-gene-0.183
WD40 repeat	maker-scaffold_5-snap-gene-0.183
WD40 repeat	maker-scaffold_5-snap-gene-0.183
WD40 repeat	maker-scaffold_5-snap-gene-0.183
WD40 repeat	maker-scaffold_5-snap-gene-0.183
WD40 repeat	maker-scaffold_5-snap-gene-0.183
WD40 repeat	maker-scaffold_5-snap-gene-0.183
WD40 repeat	maker-scaffold_5-snap-gene-0.183
WD40 repeat	maker-scaffold_190-snap-gene-0.37
WD40 repeat	maker-scaffold_190-snap-gene-0.37
WD40 repeat	maker-scaffold_91-snap-gene-0.151
WD40 repeat	maker-scaffold_91-snap-gene-0.151
WD40 repeat	maker-scaffold_91-snap-gene-0.151
WD40 repeat	maker-scaffold_242-snap-gene-0.44
WD40 repeat	maker-scaffold_242-snap-gene-0.44
WD40 repeat	maker-scaffold_242-snap-gene-0.44
WD40 repeat	maker-scaffold_242-snap-gene-0.44
WD40 repeat	maker-scaffold_242-snap-gene-0.44
WD40 repeat	maker-scaffold_242-snap-gene-0.44
WD40 repeat	maker-scaffold_242-snap-gene-0.44
WD40 repeat	maker-scaffold_242-snap-gene-0.44
WD40 repeat	maker-scaffold_242-snap-gene-0.44
WD40 repeat	maker-scaffold_242-snap-gene-0.44
WD40 repeat	maker-scaffold_242-snap-gene-0.44
WD40 repeat	maker-scaffold_242-snap-gene-0.44
WD40 repeat	maker-scaffold_242-snap-gene-0.44
WD40 repeat	maker-scaffold_242-snap-gene-0.44
WD40 repeat	maker-scaffold_202-snap-gene-0.130
WD40 repeat	maker-scaffold_202-snap-gene-0.130
WD40 repeat	maker-scaffold_202-snap-gene-0.130
WD40 repeat	maker-scaffold_202-snap-gene-0.130
WD40 repeat	maker-scaffold_41-snap-gene-1.99
WD40 repeat	maker-scaffold_41-snap-gene-1.99
WD40 repeat	maker-scaffold_41-snap-gene-1.99
WD40 repeat	maker-scaffold_41-snap-gene-1.99
WD40 repeat	maker-scaffold_41-snap-gene-1.99
WD40 repeat	maker-scaffold_41-snap-gene-1.99
WD40 repeat	maker-scaffold_41-snap-gene-1.99
WD40 repeat	snap_masked-scaffold_294-processed-gene-0.53
WD40 repeat	snap_masked-scaffold_294-processed-gene-0.53
WD40 repeat	snap_masked-scaffold_294-processed-gene-0.53
WD40 repeat	snap_masked-scaffold_294-processed-gene-0.53
WD40 repeat	snap_masked-scaffold_294-processed-gene-0.53
WD40 repeat	snap_masked-scaffold_294-processed-gene-0.53
WD40 repeat	augustus_masked-scaffold_254-processed-gene-0.38
WD40 repeat	augustus_masked-scaffold_254-processed-gene-0.38
WD40 repeat	augustus_masked-scaffold_254-processed-gene-0.38
WD40 repeat	augustus_masked-scaffold_254-processed-gene-0.38
WD40 repeat	augustus_masked-scaffold_254-processed-gene-0.38
WD40 repeat	maker-scaffold_200-snap-gene-0.96
WD40 repeat	maker-scaffold_200-snap-gene-0.96
WD40 repeat	maker-scaffold_200-snap-gene-0.96
WD40 repeat	maker-scaffold_200-snap-gene-0.96
WD40 repeat	maker-scaffold_200-snap-gene-0.96
WD40 repeat	maker-scaffold_200-snap-gene-0.96
WD40 repeat	maker-scaffold_200-snap-gene-0.96
WD40 repeat	maker-scaffold_23-snap-gene-2.249
WD40 repeat	maker-scaffold_23-snap-gene-2.249
WD40 repeat	maker-scaffold_23-snap-gene-2.249
WD40 repeat	maker-scaffold_23-snap-gene-2.249
WD40 repeat	maker-scaffold_23-snap-gene-2.249
WD40 repeat	maker-scaffold_23-snap-gene-2.249
WD40 repeat	maker-scaffold_23-snap-gene-2.249
WD40 repeat	maker-scaffold_23-snap-gene-2.249
WD40 repeat	maker-scaffold_23-snap-gene-2.249
WD40 repeat	maker-scaffold_23-snap-gene-2.249
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	augustus_masked-scaffold_148-processed-gene-0.225
WD40 repeat	maker-scaffold_3-snap-gene-1.166
WD40 repeat	maker-scaffold_3-snap-gene-1.166
WD40 repeat	maker-scaffold_3-snap-gene-1.166
WD40 repeat	maker-scaffold_3-snap-gene-1.166
WD40 repeat	maker-scaffold_3-snap-gene-1.166
WD40 repeat	maker-scaffold_3-snap-gene-1.166
WD40 repeat	maker-scaffold_3-snap-gene-1.166
WD40 repeat	maker-scaffold_3-snap-gene-1.166
WD40 repeat	maker-scaffold_3-snap-gene-1.166
WD40 repeat	augustus_masked-scaffold_166-processed-gene-0.45
WD40 repeat	augustus_masked-scaffold_166-processed-gene-0.45
WD40 repeat	augustus_masked-scaffold_166-processed-gene-0.45
WD40 repeat	augustus_masked-scaffold_166-processed-gene-0.45
WD40 repeat	augustus_masked-scaffold_166-processed-gene-0.45
WD40 repeat	augustus_masked-scaffold_166-processed-gene-0.45
WD40 repeat	augustus_masked-scaffold_166-processed-gene-0.45
WD40 repeat	augustus_masked-scaffold_166-processed-gene-0.45
WD40 repeat	augustus_masked-scaffold_166-processed-gene-0.45
WD40 repeat	augustus_masked-scaffold_166-processed-gene-0.45
WD40 repeat	augustus_masked-scaffold_166-processed-gene-0.45
WD40 repeat	augustus_masked-scaffold_166-processed-gene-0.45
WD40 repeat	augustus_masked-scaffold_166-processed-gene-0.45
WD40 repeat	augustus_masked-scaffold_110-processed-gene-0.151
WD40 repeat	augustus_masked-scaffold_110-processed-gene-0.151
WD40 repeat	augustus_masked-scaffold_110-processed-gene-0.151
WD40 repeat	augustus_masked-scaffold_110-processed-gene-0.151
WD40 repeat	augustus_masked-scaffold_110-processed-gene-0.151
